价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,每平米价格
2770.0,13.0,75797-B,5室1卫,25/33层,朝阳区,四惠,都会华庭,"地铁：距1号线,八通线四惠站750米",213.07692307692307
2860.0,9.0,61702-B,2室1卫,3/5层,朝阳区,双井,垂杨柳北里,"地铁：距7号线,10号线双井站400米",317.77777777777777
1550.0,10.0,119112-B,3室1卫,7/11层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米,155.0
1660.0,13.0,124121-A,3室1卫,4/6层,通州区,梨园,艺苑西里,地铁：距八通线梨园站1200米,127.6923076923077
1460.0,9.0,125255-B,4室1卫,16/20层,房山区,长阳,长阳国际城,地铁：距房山线长阳站800米,162.22222222222223
2040.0,16.0,132338-A,2室1卫,4/5层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米,127.5
2100.0,9.0,137664-B,2室1卫,3/5层,石景山区,古城,古城特钢楼,地铁：距1号线古城站1150米,233.33333333333334
2620.0,14.0,1251-C,3室1卫,26/26层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,187.14285714285714
4540.0,64.0,142611-A,2室1卫,1/6层,通州区,北运河西,上园200号院,地铁：距6号线北运河西站550米,70.9375
1660.0,8.0,143115-A,2室1卫,7/14层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,207.5
1640.0,12.0,146139-C,3室1卫,5/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米,136.66666666666666
2000.0,7.0,1827-B,4室1卫,4/17层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,285.7142857142857
3030.0,17.0,19104-B,2室1卫,5/5层,东城区,天坛东门,天坛东里中区,地铁：距5号线天坛东门站700米,178.23529411764707
2180.0,12.0,30301-A,3室1卫,6/7层,朝阳区,高碑店,南太平庄北巷,地铁：距八通线高碑店站1100米,181.66666666666666
2290.0,12.0,268-C,7室4卫,5/6层,昌平区,天通苑南,天通苑四区,地铁：距5号线天通苑南站1050米,190.83333333333334
2240.0,10.0,32730-C,4室1卫,22/28层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米,224.0
3040.0,14.0,32972-B,2室1卫,4/5层,朝阳区,四惠,百子湾3号楼,"地铁：距6号线,17号线东大桥站4150米",217.14285714285714
3010.0,8.0,3710-B,3室1卫,15/21层,朝阳区,安立路,慧忠北里,地铁：距15号线安立路站250米,376.25
3540.0,19.0,43256-D,4室1卫,15/24层,朝阳区,双井,广渠门外大街6号院,"地铁：距7号线,10号线双井站300米",186.31578947368422
2380.0,12.0,48159-A,3室1卫,22/22层,海淀区,五棵松,西翠芳庭,地铁：距1号线五棵松站1750米,198.33333333333334
2120.0,11.0,4720-C,3室1卫,3/6层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米,192.72727272727272
2360.0,11.0,4891-C,3室1卫,10/18层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米",214.54545454545453
2710.0,9.0,71996-A,2室1卫,5/6层,海淀区,海淀五路居,永金里小区,地铁：距6号线海淀五路居站1300米,301.1111111111111
2800.0,18.0,75765-A,3室1卫,4/6层,石景山区,八宝山,鲁谷74号院,地铁：距1号线八宝山站800米,155.55555555555554
2270.0,15.0,8048-C,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,151.33333333333334
2040.0,6.0,8085-A,4室1卫,1/17层,朝阳区,立水桥南,溪城家园一号院,地铁：距5号线立水桥南站1100米,340.0
2280.0,9.0,8085-B,4室1卫,1/17层,朝阳区,立水桥南,溪城家园一号院,地铁：距5号线立水桥南站1100米,253.33333333333334
1910.0,9.0,8010-A,4室1卫,1/18层,通州区,次渠南,次渠锦园北区,地铁：距亦庄线次渠南站350米,212.22222222222223
2630.0,11.0,9085-C,3室1卫,8/16层,丰台区,公益西桥,枫竹苑二区,地铁：距4号线大兴线公益西桥站350米,239.0909090909091
1620.0,8.0,130872-B,2室1卫,3/6层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米,202.5
3480.0,16.0,136082-B,2室1卫,4/6层,朝阳区,红庙,延静里中街,"地铁：距6号线,14号线东段金台路站800米",217.5
2380.0,8.0,141783-C,4室1卫,6/30层,朝阳区,十里堡,晨光家园,地铁：距6号线十里堡站550米,297.5
8620.0,84.0,148526-A,2室1卫,12/28层,朝阳区,百子湾,石门新居,地铁：距7号线百子湾站250米,102.61904761904762
1430.0,10.0,18037-A,3室1卫,6/24层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米,143.0
1590.0,8.0,20030-B,3室1卫,8/22层,通州区,万盛西,大方居,地铁：距7号线万盛西站1350米,198.75
2480.0,16.0,23548-A,3室1卫,5/5层,朝阳区,黄渠,常营民族家园三期,地铁：距6号线黄渠站200米,155.0
1500.0,11.0,26998-A,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米,136.36363636363637
1890.0,15.0,32226-B,4室1卫,3/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米,126.0
2060.0,10.0,49155-B,2室1卫,6/16层,石景山区,金安桥,模式口西里,"地铁：距1号线,6号线苹果园站2200米",206.0
5690.0,54.0,48463-A,1室1卫,8/18层,丰台区,宋家庄,政馨园一区,"地铁：距5号线,10号线,亦庄线宋家庄站400米",105.37037037037037
1990.0,9.0,54226-A,3室1卫,5/6层,石景山区,古城,首钢古城西路,地铁：距1号线古城站950米,221.11111111111111
2210.0,12.0,58034-A,4室1卫,1/6层,大兴区,亦庄文化园,新康家园,地铁：距亦庄线亦庄文化园站750米,184.16666666666666
1630.0,8.0,68067-E,6室2卫,22/27层,大兴区,天宫院,保利春天里一区,地铁：距4号线大兴线天宫院站250米,203.75
2990.0,13.0,78947-A,3室1卫,4/18层,海淀区,永泰庄,海清园,地铁：距8号线永泰庄站1200米,230.0
3070.0,15.0,8147-A,3室1卫,22/23层,朝阳区,立水桥,北京北,"地铁：距13号线,5号线立水桥站500米",204.66666666666666
2060.0,12.0,8010-D,4室1卫,1/18层,通州区,次渠南,次渠锦园北区,地铁：距亦庄线次渠南站350米,171.66666666666666
2470.0,9.0,8210-C,3室1卫,3/18层,丰台区,公益西桥,星河苑2号院,地铁：距4号线大兴线公益西桥站200米,274.44444444444446
6080.0,45.0,124085-A,1室1卫,4/6层,东城区,和平里北街,和平里五区,地铁：距5号线和平里北街站400米,135.11111111111111
1740.0,11.0,11123-A,4室1卫,6/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米,158.1818181818182
1930.0,8.0,132975-A,3室1卫,3/15层,石景山区,苹果园,西山奥园,"地铁：距1号线,6号线苹果园站1150米",241.25
4910.0,52.0,141263-A,1室1卫,2/9层,大兴区,亦庄文化园,听涛雅苑,地铁：距亦庄线亦庄文化园站950米,94.42307692307692
2580.0,13.0,141332-B,4室1卫,4/6层,丰台区,角门东,怡然家园5号院,地铁：距10号线角门东站400米,198.46153846153845
1840.0,14.0,149246-A,2室1卫,11/11层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米,131.42857142857142
8520.0,91.0,151243-A,2室1卫,28/28层,朝阳区,百子湾,石门新居,地铁：距7号线百子湾站250米,93.62637362637362
3410.0,17.0,30485-B,2室1卫,2/6层,朝阳区,十里堡,十里堡东里,地铁：距6号线十里堡站700米,200.58823529411765
2400.0,18.0,29026-B,2室0卫,1/14层,通州区,高楼金,DBC加州小镇C区,地铁：距7号线高楼金站200米,133.33333333333334
2360.0,10.0,37972-A,2室1卫,2/5层,石景山区,古城,古城北路,地铁：距1号线古城站1150米,236.0
2100.0,13.0,43454-B,4室1卫,2/6层,通州区,北神树,小康东里,地铁：距亦庄线万源街站2700米,161.53846153846155
1450.0,15.0,47235-E,5室1卫,11/15层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米,96.66666666666667
3890.0,38.0,55706-A,1室1卫,10/12层,大兴区,旧宫,亦庄北岸,地铁：距亦庄线旧宫站1050米,102.36842105263158
1860.0,13.0,58006-B,4室1卫,2/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米,143.07692307692307
1700.0,11.0,76947-C,3室1卫,2/6层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米,154.54545454545453
3250.0,14.0,78947-B,3室1卫,4/18层,海淀区,永泰庄,海清园,地铁：距8号线永泰庄站1200米,232.14285714285714
2790.0,10.0,7069-B,4室1卫,15/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米",279.0
2860.0,20.0,7538-B,6室1卫,5/6层,昌平区,霍营,龙跃苑三区,"地铁：距8号线,13号线霍营站800米",143.0
3990.0,18.0,116956-A,2室1卫,2/5层,朝阳区,团结湖,农展南里,"地铁：距3号线,10号线团结湖站250米",221.66666666666666
1800.0,11.0,122327-A,3室1卫,4/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米,163.63636363636363
2650.0,16.0,124026-C,3室1卫,4/6层,丰台区,首经贸,枫泽园,"地铁：距10号线,房山线首经贸站650米",165.625
2410.0,17.0,126087-A,2室1卫,5/6层,石景山区,八宝山,八宝山南路29号院,地铁：距1号线八宝山站2000米,141.76470588235293
5960.0,94.0,129783-A,2室1卫,1/7层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米,63.40425531914894
3390.0,15.0,134176-A,3室1卫,21/28层,朝阳区,望京,南湖东园一区,"地铁：距14号线东段,15号线望京站550米",226.0
2530.0,12.0,134681-B,3室1卫,21/27层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米,210.83333333333334
2820.0,16.0,1310-C,4室1卫,1/17层,朝阳区,成寿寺,金第润苑,地铁：距10号线成寿寺站600米,176.25
1680.0,13.0,15044-B,3室1卫,2/21层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米,129.23076923076923
2140.0,14.0,185-D,4室2卫,2/27层,朝阳区,管庄,京通苑阳光华苑,地铁：距八通线管庄站500米,152.85714285714286
3270.0,17.0,19751-A,2室1卫,8/18层,朝阳区,潘家园,华威西里,地铁：距10号线潘家园站650米,192.35294117647058
2030.0,8.0,2056-C,3室1卫,5/13层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米",253.75
2070.0,9.0,302-A,3室1卫,9/9层,朝阳区,黄渠,汇鸿家园,地铁：距6号线黄渠站900米,230.0
2400.0,12.0,416-A,3室1卫,1/12层,昌平区,天通苑,天通苑北二区,地铁：距5号线天通苑站1000米,200.0
1670.0,9.0,43400-D,4室1卫,13/22层,通州区,北运河西,百合湾,地铁：距6号线北运河西站1100米,185.55555555555554
3050.0,9.0,44293-B,3室1卫,2/18层,朝阳区,大望路,光辉里,"地铁：距1号线,14号线东段大望路站50米",338.8888888888889
2510.0,13.0,44046-C,3室1卫,5/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,193.07692307692307
2870.0,12.0,51492-B,2室1卫,19/22层,朝阳区,四惠东,甘露园南里一区,地铁：距6号线青年路站950米,239.16666666666666
1740.0,12.0,55800-A,4室1卫,5/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米,145.0
2650.0,10.0,69613-A,3室1卫,20/24层,西城区,达官营,常青藤嘉园,"地铁：距7号线,16号线达官营站1100米",265.0
2750.0,11.0,66128-D,4室1卫,20/24层,西城区,广安门内,立恒名苑,地铁：距7号线广安门内站1100米,250.0
2100.0,10.0,117232-D,4室1卫,15/27层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米,210.0
2130.0,18.0,125133-A,2室1卫,15/16层,大兴区,瀛海,永旭嘉园,地铁：距8号线南段瀛海站1200米,118.33333333333333
1920.0,17.0,131397-A,3室1卫,3/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米,112.94117647058823
3250.0,15.0,127415-B,2室1卫,4/20层,丰台区,刘家窑,芳群园三区,地铁：距5号线刘家窑站400米,216.66666666666666
4500.0,23.0,142656-A,4室1卫,6/18层,朝阳区,四惠,爱这城二期,"地铁：距1号线,八通线四惠站900米",195.65217391304347
1770.0,15.0,156528-A,4室1卫,1/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米,118.0
2700.0,13.0,20376-B,2室1卫,3/5层,东城区,陶然桥,右外东庄,地铁：距14号线东段陶然桥站500米,207.69230769230768
1780.0,13.0,19506-B,4室1卫,4/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米,136.92307692307693
1640.0,10.0,25479-A,3室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米,164.0
1830.0,9.0,26429-C,3室1卫,14/24层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米,203.33333333333334
1920.0,9.0,35273-C,3室1卫,7/22层,朝阳区,东坝中街,北京城建福润四季,地铁：距3号线东坝中街站2800米,213.33333333333334
2290.0,12.0,43636-B,3室1卫,9/11层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米,190.83333333333334
2380.0,10.0,44049-A,3室1卫,2/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,238.0
6050.0,39.0,49181-A,1室1卫,18/20层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米,155.12820512820514
2080.0,10.0,511-F,7室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米",208.0
6920.0,62.0,63041-A,1室1卫,9/27层,海淀区,六道口,城华园,地铁：距15号线六道口站1200米,111.61290322580645
5950.0,45.0,64847-A,1室1卫,6/10层,昌平区,龙泽,新龙城,地铁：距13号线龙泽站400米,132.22222222222223
1150.0,8.0,73788-A,3室1卫,2/14层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米,143.75
2470.0,9.0,74655-D,4室1卫,26/28层,昌平区,平西府,公园悦府,地铁：距8号线平西府站150米,274.44444444444446
2000.0,8.0,8234-A,4室1卫,18/28层,朝阳区,焦化厂,燕保祈东家园一期,地铁：距7号线焦化厂站450米,250.0
2330.0,10.0,114595-D,4室1卫,1/6层,丰台区,角门东,西马金润家园,地铁：距10号线角门东站700米,233.0
2210.0,11.0,120880-C,3室1卫,1/22层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米,200.9090909090909
1730.0,16.0,136596-B,3室2卫,4/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,108.125
3000.0,10.0,138179-B,2室1卫,4/6层,海淀区,永泰庄,永泰东里,地铁：距8号线永泰庄站350米,300.0
1380.0,6.0,149316-C,3室1卫,2/16层,房山区,长阳,长阳国际城,地铁：距房山线长阳站800米,230.0
7420.0,63.0,156354-A,1室1卫,8/27层,东城区,广渠门外,金桥国际,"地铁：距7号线,17号线广渠门外站650米",117.77777777777777
3020.0,9.0,156548-A,2室1卫,4/6层,朝阳区,光熙门,和平街十三区,地铁：距13号线光熙门站700米,335.55555555555554
1910.0,16.0,26159-A,4室2卫,6/6层,昌平区,天通苑北,名流花园,地铁：距5号线天通苑北站2500米,119.375
1710.0,11.0,27397-D,4室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米,155.45454545454547
1470.0,15.0,27900-C,4室1卫,4/9层,房山区,篱笆房,加州水郡二期,地铁：距房山线篱笆房站1900米,98.0
2220.0,12.0,34689-A,4室1卫,4/6层,朝阳区,孙河,康营小区C区,地铁：距15号线孙河站1350米,185.0
1700.0,10.0,52409-C,4室1卫,1/15层,大兴区,瀛海,瀛海家园瑞园,地铁：距8号线南段瀛海站950米,170.0
1910.0,13.0,55778-E,8室4卫,1/6层,通州区,物资学院路,8哩岛,地铁：距6号线物资学院路站800米,146.92307692307693
2500.0,15.0,58632-B,2室1卫,3/5层,丰台区,丰台南路,新华街二里,地铁：距9号线丰台南路站300米,166.66666666666666
5310.0,46.0,59757-A,1室1卫,9/18层,石景山区,八角游乐园,西引力,地铁：距1号线八角游乐园站650米,115.43478260869566
1990.0,11.0,69100-C,5室2卫,22/24层,朝阳区,八里桥,长桥园公寓,地铁：距八通线八里桥站650米,180.9090909090909
2330.0,7.0,76935-C,5室1卫,22/27层,朝阳区,立水桥,世华泊郡,"地铁：距13号线,5号线立水桥站1050米",332.85714285714283
2590.0,14.0,80716-A,3室1卫,14/20层,丰台区,马家堡,丰开苑,地铁：距4号线大兴线马家堡站400米,185.0
1880.0,11.0,135007-A,3室1卫,1/6层,通州区,梨园,梨花园,地铁：距八通线梨园站250米,170.9090909090909
2010.0,7.0,13103-E,5室1卫,16/29层,丰台区,科怡路,怡海花园恒泰园,地铁：距9号线科怡路站300米,287.14285714285717
1860.0,9.0,155895-A,2室1卫,17/26层,通州区,梨园,新城嘉园（通州）,地铁：距八通线梨园站550米,206.66666666666666
6600.0,45.0,20057-A,1室1卫,14/22层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米,146.66666666666666
2900.0,24.0,27965-A,3室1卫,1/6层,昌平区,龙泽,北京人家,地铁：距13号线龙泽站1500米,120.83333333333333
1680.0,10.0,31320-A,4室1卫,24/30层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米,168.0
1690.0,13.0,33472-B,3室1卫,5/6层,通州区,梨园,公庄小区,地铁：距八通线梨园站1200米,130.0
1800.0,13.0,34434-B,3室1卫,17/23层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米,138.46153846153845
1560.0,10.0,35570-A,3室1卫,6/6层,顺义区,石门,前进花园一区,地铁：距15号线石门站1100米,156.0
3180.0,15.0,33970-A,3室1卫,8/25层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米,212.0
1680.0,10.0,48261-B,3室1卫,9/17层,昌平区,南邵,国惠村1期,地铁：距昌平线南邵站1150米,168.0
2200.0,13.0,4726-C,7室2卫,6/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米",169.23076923076923
1650.0,8.0,51563-B,2室1卫,5/5层,通州区,通运门,中仓小区,地铁：距6号线通运门站250米,206.25
2710.0,10.0,52990-B,3室1卫,5/22层,朝阳区,劲松,农光里,地铁：距10号线劲松站350米,271.0
2380.0,9.0,57534-C,4室1卫,17/28层,朝阳区,北工大西门,周庄嘉园三期D区,地铁：距14号线东段北工大西门站1050米,264.44444444444446
7450.0,55.0,63281-A,1室1卫,10/10层,朝阳区,九龙山,金港国际,"地铁：距7号线,14号线东段九龙山站500米",135.45454545454547
1790.0,16.0,68685-B,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,111.875
1560.0,12.0,69852-A,3室1卫,1/12层,顺义区,石门,澜西园,地铁：距15号线石门站2200米,130.0
3000.0,14.0,76824-A,2室1卫,2/5层,西城区,广安门内,鸭子桥路,地铁：距7号线广安门内站1500米,214.28571428571428
1890.0,12.0,81148-A,4室1卫,5/6层,丰台区,四环路,银地家园,地铁：距房山线四环路站1450米,157.5
2190.0,7.0,8307-B,5室2卫,3/5层,昌平区,霍营,华龙苑南里,"地铁：距8号线,13号线霍营站550米",312.85714285714283
2170.0,10.0,120656-B,2室1卫,3/6层,石景山区,金安桥,赵山,"地铁：距1号线,6号线苹果园站1200米",217.0
1720.0,13.0,137945-A,3室1卫,2/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米,132.30769230769232
6270.0,101.0,138613-A,2室1卫,3/6层,通州区,北运河西,运河明珠家园,地铁：距6号线北运河西站300米,62.07920792079208
1700.0,10.0,139785-A,4室1卫,9/18层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米,170.0
3210.0,12.0,142943-B,4室1卫,1/19层,朝阳区,望京东,宝星园,地铁：距15号线望京东站550米,267.5
1710.0,9.0,151822-B,2室1卫,4/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米,190.0
4280.0,25.0,14070-D,5室1卫,12/14层,朝阳区,青年路,天鹅湾,地铁：距6号线青年路站400米,171.2
3250.0,15.0,11787-A,4室1卫,12/32层,朝阳区,四惠,东区国际公寓,"地铁：距1号线,八通线四惠站800米",216.66666666666666
2000.0,12.0,21892-B,4室1卫,2/6层,朝阳区,管庄,朝阳旺角,地铁：距八通线管庄站1050米,166.66666666666666
2490.0,9.0,32031-A,3室1卫,6/21层,朝阳区,南楼梓庄,世纪东方嘉园北区,地铁：距7号线南楼梓庄站700米,276.6666666666667
1530.0,12.0,29550-D,5室1卫,2/8层,通州区,通州北关,珠江国际城八区,地铁：距6号线通州北关站2050米,127.5
2410.0,10.0,37922-B,4室2卫,18/26层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米,241.0
1920.0,18.0,47765-B,2室1卫,5/6层,昌平区,昌平,鼓楼北街3号院,地铁：距昌平线昌平站800米,106.66666666666667
1300.0,13.0,40707-C,3室1卫,5/8层,房山区,星城,东亚朗悦居,地铁：距燕房线星城站50米,100.0
2110.0,19.0,54221-A,3室1卫,10/11层,通州区,万盛东,小稿村,地铁：距7号线万盛东站1200米,111.05263157894737
1500.0,9.0,54128-C,3室1卫,19/22层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米,166.66666666666666
2520.0,10.0,56981-A,3室1卫,2/19层,丰台区,分钟寺,四方景园四区,地铁：距10号线分钟寺站1150米,252.0
3060.0,17.0,62718-C,3室1卫,3/24层,朝阳区,潘家园,濠景阁,地铁：距10号线潘家园站1250米,180.0
2220.0,10.0,67523-C,3室1卫,19/31层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米,222.0
2860.0,17.0,7912-C,3室1卫,1/6层,昌平区,霍营,华龙苑南里,"地铁：距8号线,13号线霍营站550米",168.23529411764707
3390.0,40.0,136950-A,1室1卫,5/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米,84.75
1500.0,15.0,142363-A,3室1卫,5/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米,100.0
1720.0,8.0,21880-B,4室1卫,7/10层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米,215.0
2790.0,8.0,263-D,6室2卫,1/6层,朝阳区,惠新西街北口,惠新西街小区,地铁：距5号线惠新西街北口站350米,348.75
2430.0,16.0,25969-C,3室1卫,10/24层,通州区,通州北苑,通典铭居,地铁：距八通线通州北苑站450米,151.875
3250.0,17.0,43520-A,3室1卫,13/26层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米,191.1764705882353
3240.0,10.0,27606-B,4室1卫,4/28层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米",324.0
4110.0,20.0,4218-A,5室1卫,3/22层,朝阳区,九龙山,风度柏林,"地铁：距7号线,14号线东段九龙山站500米",205.5
3010.0,13.0,47893-C,4室1卫,8/9层,朝阳区,四惠,壹线国际惠泽园,"地铁：距1号线,八通线四惠站550米",231.53846153846155
2200.0,12.0,45212-B,3室1卫,1/8层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米,183.33333333333334
2470.0,8.0,56619-B,3室1卫,14/17层,丰台区,公益西桥,星河苑1号院,地铁：距4号线大兴线公益西桥站450米,308.75
2500.0,10.0,65312-B,3室1卫,14/22层,朝阳区,褡裢坡,福盈家园4号院,地铁：距6号线褡裢坡站550米,250.0
1820.0,13.0,121375-A,2室1卫,3/18层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,140.0
2560.0,10.0,131146-A,2室1卫,2/6层,丰台区,丰台南路,韩庄子小区,地铁：距9号线丰台南路站550米,256.0
2300.0,9.0,1263-A,3室1卫,25/30层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,255.55555555555554
1740.0,12.0,145923-C,4室1卫,5/8层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米,145.0
2470.0,9.0,13007-A,3室1卫,6/6层,朝阳区,北工大西门,武圣东里,地铁：距14号线东段北工大西门站700米,274.44444444444446
1730.0,12.0,47718-D,5室1卫,3/7层,昌平区,南邵,长滩壹号,地铁：距昌平线南邵站1550米,144.16666666666666
1820.0,11.0,63951-A,3室1卫,2/11层,通州区,万盛西,半壁店新村,地铁：距7号线万盛西站1650米,165.45454545454547
2380.0,11.0,8476-A,3室1卫,9/28层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米,216.36363636363637
2510.0,10.0,8476-B,3室1卫,9/28层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米,251.0
2380.0,12.0,138639-A,4室2卫,10/18层,朝阳区,褡裢坡,金福家园,地铁：距6号线褡裢坡站1000米,198.33333333333334
2260.0,12.0,20137-B,3室1卫,15/27层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米,188.33333333333334
2250.0,12.0,29878-A,3室1卫,18/21层,朝阳区,小红门,鸿博家园一期A区,地铁：距亦庄线小红门站900米,187.5
2980.0,11.0,33135-B,4室1卫,4/14层,朝阳区,青年路,青年汇佳园,地铁：距6号线青年路站250米,270.90909090909093
2310.0,10.0,56238-A,3室1卫,28/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米,231.0
2680.0,11.0,57327-A,4室1卫,3/6层,海淀区,西二旗,龙兴园南区,"地铁：距13号线,昌平线西二旗站1700米",243.63636363636363
2640.0,19.0,66575-B,3室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米,138.94736842105263
3250.0,17.0,71170-A,2室1卫,4/27层,丰台区,蒲黄榆,芳群园一区,"地铁：距5号线,14号线东段蒲黄榆站250米",191.1764705882353
2790.0,13.0,132007-D,4室1卫,3/6层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米",214.6153846153846
6730.0,58.0,18160-A,1室1卫,16/27层,朝阳区,青年路,国美第一城3号院,地铁：距6号线青年路站1200米,116.03448275862068
2440.0,9.0,20635-A,3室1卫,14/15层,朝阳区,十里堡,石佛营西里,地铁：距6号线十里堡站1150米,271.1111111111111
2240.0,15.0,21788-B,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,149.33333333333334
1890.0,8.0,22564-D,4室1卫,2/16层,朝阳区,八里桥,长桥园公寓,地铁：距八通线八里桥站650米,236.25
2060.0,8.0,2187-C,4室1卫,10/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米,257.5
2400.0,8.0,25391-C,4室1卫,3/22层,丰台区,石榴庄,慧时欣园,地铁：距10号线石榴庄站200米,300.0
2110.0,10.0,4171-C,3室1卫,12/28层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米,211.0
2190.0,13.0,48271-B,3室1卫,11/13层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米,168.46153846153845
2270.0,13.0,51710-B,3室1卫,3/5层,朝阳区,孙河,康营小区A区,地铁：距15号线孙河站1650米,174.6153846153846
2170.0,10.0,58869-A,4室1卫,3/21层,朝阳区,小红门,鸿博家园一期C区,地铁：距亦庄线小红门站1400米,217.0
1830.0,11.0,62277-A,3室1卫,6/11层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米,166.36363636363637
1600.0,19.0,75464-C,3室1卫,4/6层,顺义区,顺义,仓上小区,地铁：距15号线顺义站1900米,84.21052631578948
2300.0,14.0,981-B,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,164.28571428571428
2050.0,9.0,123581-A,4室1卫,5/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米,227.77777777777777
2120.0,13.0,19521-A,3室1卫,4/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米,163.07692307692307
2460.0,10.0,2331-B,3室1卫,3/26层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,246.0
