价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,每平米价格
2980.0,16.0,130915-A,2室1卫,2/5层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,186.25
1770.0,15.0,132544-A,3室1卫,1/6层,大兴区,黄村火车站,观音寺南里,地铁：距4号线大兴线黄村火车站站1500米,118.0
2540.0,9.0,131017-B,2室1卫,3/6层,丰台区,丰台南路,富丰园小区,地铁：距9号线丰台南路站1100米,282.22222222222223
4420.0,79.0,134282-A,2室1卫,3/6层,通州区,梨园,云景西里南区,地铁：距八通线梨园站850米,55.949367088607595
6760.0,86.0,136721-A,2室1卫,3/6层,海淀区,育新,沁春家园,地铁：距8号线育新站1050米,78.6046511627907
2960.0,12.0,143273-A,2室1卫,2/16层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米,246.66666666666666
2240.0,11.0,141303-A,3室1卫,1/6层,朝阳区,孙河,康营小区B区,地铁：距15号线孙河站1500米,203.63636363636363
5480.0,52.0,147233-A,1室1卫,11/20层,丰台区,公益西桥,富卓苑,地铁：距4号线大兴线公益西桥站550米,105.38461538461539
3230.0,12.0,147499-B,3室1卫,2/24层,朝阳区,望京,世安家园,"地铁：距14号线东段,15号线望京站950米",269.1666666666667
1740.0,11.0,149066-B,2室1卫,5/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,158.1818181818182
3510.0,64.0,153782-A,1室1卫,9/12层,通州区,果园,旗舰凯旋一期,地铁：距八通线果园站1700米,54.84375
1840.0,10.0,157147-C,3室1卫,4/6层,通州区,九棵树,葛布店南里,地铁：距八通线九棵树站300米,184.0
2200.0,10.0,14229-A,4室1卫,8/12层,通州区,果园,葵花社,地铁：距八通线果园站200米,220.0
2700.0,16.0,15663-C,3室1卫,5/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米,168.75
3760.0,10.0,20221-A,2室1卫,6/6层,朝阳区,亮马桥,新源街,地铁：距10号线亮马桥站850米,376.0
1800.0,14.0,23789-C,3室1卫,5/6层,昌平区,昌平,建明里,地铁：距昌平线昌平站850米,128.57142857142858
2300.0,11.0,2447-A,3室1卫,4/6层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米,209.0909090909091
4880.0,23.0,2715-D,5室1卫,19/26层,朝阳区,望京东,宝星园,地铁：距15号线望京东站550米,212.17391304347825
1450.0,10.0,27449-C,3室1卫,6/9层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米,145.0
2210.0,17.0,28486-B,2室1卫,4/5层,大兴区,黄村火车站,林校北里,地铁：距4号线大兴线黄村火车站站750米,130.0
1870.0,13.0,31875-C,3室1卫,2/6层,昌平区,沙河,民园小区,地铁：距昌平线沙河站1650米,143.84615384615384
1310.0,29.0,32001-C,4室2卫,5/5层,房山区,阎村,绿城百合公寓风荷苑,地铁：距燕房线阎村站850米,45.172413793103445
2780.0,12.0,33256-A,4室1卫,12/19层,昌平区,天通苑,天通苑西二区,地铁：距5号线天通苑站500米,231.66666666666666
2580.0,11.0,35867-A,2室1卫,1/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,234.54545454545453
2270.0,10.0,36856-A,2室1卫,1/6层,通州区,梨园,梨园西里,地铁：距八通线梨园站200米,227.0
1500.0,8.0,37615-B,4室1卫,33/33层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米,187.5
3410.0,18.0,42086-A,2室1卫,15/18层,丰台区,刘家窑,南三环中路15号院,地铁：距5号线刘家窑站350米,189.44444444444446
3460.0,26.0,42361-C,3室1卫,14/18层,丰台区,樊羊路,郭公庄幸福家园,地铁：距房山线樊羊路站400米,133.07692307692307
1840.0,14.0,35701-B,3室1卫,10/10层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米,131.42857142857142
2620.0,8.0,45125-A,3室1卫,12/14层,海淀区,永丰南,永旺家园一区,地铁：距16号线永丰南站250米,327.5
3030.0,15.0,48547-A,2室1卫,2/5层,丰台区,纪家庙,郑王坟141号院,地铁：距10号线纪家庙站750米,202.0
1540.0,7.0,46239-B,2室1卫,1/6层,大兴区,天宫院,天堂河,地铁：距4号线大兴线天宫院站650米,220.0
1660.0,10.0,51834-B,3室1卫,5/6层,昌平区,昌平,雅馨家园,地铁：距昌平线昌平站550米,166.0
2460.0,9.0,51867-B,3室1卫,1/5层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米",273.3333333333333
3700.0,20.0,51802-A,4室1卫,20/24层,西城区,广安门内,牛街18,地铁：距7号线广安门内站650米,185.0
1600.0,7.0,54642-B,2室1卫,5/6层,昌平区,昌平,安福苑,地铁：距昌平线昌平站900米,228.57142857142858
1440.0,8.0,57648-C,4室2卫,15/19层,房山区,良乡大学城,远洋新仕界,地铁：距房山线良乡大学城站400米,180.0
2880.0,11.0,57454-C,3室1卫,13/20层,朝阳区,立水桥南,北苑家园望春园,地铁：距5号线立水桥南站600米,261.8181818181818
2190.0,13.0,586-B,5室1卫,1/6层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米,168.46153846153845
3290.0,65.0,62450-A,1室1卫,3/6层,昌平区,昌平,西环里,地铁：距昌平线昌平站1200米,50.61538461538461
1480.0,10.0,62764-A,3室1卫,2/6层,昌平区,昌平,西环里,地铁：距昌平线昌平站1200米,148.0
2110.0,9.0,64021-B,4室1卫,7/11层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米,234.44444444444446
4270.0,11.0,64488-A,2室1卫,1/6层,海淀区,海淀黄庄,东南小区,地铁：距4号线大兴线中关村站800米,388.1818181818182
1410.0,12.0,73214-B,3室1卫,4/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米,117.5
2610.0,11.0,71945-A,2室1卫,10/21层,朝阳区,北岗子,坝鑫家园,"地铁：距12号线,平谷线北岗子站850米",237.27272727272728
2010.0,14.0,72119-B,3室1卫,4/6层,通州区,北运河西,乔庄北区,地铁：距6号线北运河西站700米,143.57142857142858
1400.0,12.0,73566-B,4室1卫,8/9层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米,116.66666666666667
2880.0,19.0,690-D,4室2卫,2/3层,朝阳区,高碑店,美丽亚洲假日花园,地铁：距八通线高碑店站650米,151.57894736842104
1800.0,9.0,73885-A,3室1卫,16/18层,大兴区,黄村西大街,双河南里尚城,地铁：距4号线大兴线黄村西大街站1450米,200.0
3280.0,14.0,927-A,3室1卫,2/24层,海淀区,西二旗,融泽嘉园12号院,"地铁：距13号线,昌平线西二旗站1100米",234.28571428571428
2620.0,9.0,117058-B,3室1卫,1/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米,291.1111111111111
2590.0,16.0,1001-F,6室2卫,6/7层,昌平区,天通苑,天通苑北三区,地铁：距5号线天通苑站1700米,161.875
4240.0,26.0,120872-B,4室1卫,8/18层,朝阳区,大郊亭,金海国际,地铁：距7号线大郊亭站400米,163.07692307692307
3050.0,13.0,120872-C,4室1卫,8/18层,朝阳区,大郊亭,金海国际,地铁：距7号线大郊亭站400米,234.6153846153846
2650.0,10.0,120872-D,4室1卫,8/18层,朝阳区,大郊亭,金海国际,地铁：距7号线大郊亭站400米,265.0
1380.0,9.0,123448-B,4室1卫,3/6层,房山区,良乡大学城西,阳光邑上,地铁：距房山线良乡大学城西站750米,153.33333333333334
3040.0,8.0,125953-A,3室1卫,4/6层,朝阳区,光熙门,光熙门北里,地铁：距13号线光熙门站350米,380.0
3640.0,18.0,125953-C,3室1卫,4/6层,朝阳区,光熙门,光熙门北里,地铁：距13号线光熙门站350米,202.22222222222223
1730.0,12.0,127846-A,3室1卫,5/6层,大兴区,黄村火车站,观音寺南里,地铁：距4号线大兴线黄村火车站站1500米,144.16666666666666
2870.0,9.0,129586-A,3室1卫,28/28层,朝阳区,北工大西门,周庄嘉园三期A区,地铁：距14号线东段北工大西门站1150米,318.8888888888889
1550.0,6.0,131178-B,3室1卫,4/5层,通州区,通州北关,北通集团家属楼,地铁：距6号线通州北关站1450米,258.3333333333333
1660.0,11.0,133349-B,2室1卫,5/6层,昌平区,昌平,东关北里小区,地铁：距昌平线昌平站1000米,150.9090909090909
1820.0,11.0,133718-A,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米,165.45454545454547
2880.0,16.0,135179-C,3室1卫,2/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米,180.0
2650.0,11.0,135369-D,4室1卫,16/18层,丰台区,刘家窑,芳群园四区,地铁：距5号线刘家窑站700米,240.9090909090909
3430.0,13.0,143233-A,4室1卫,2/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米",263.84615384615387
3290.0,11.0,141834-B,3室1卫,4/6层,朝阳区,光熙门,西坝河北里,地铁：距13号线光熙门站500米,299.09090909090907
2540.0,9.0,145763-C,3室1卫,5/6层,海淀区,育新,常秀家园,地铁：距8号线育新站1450米,282.22222222222223
2180.0,13.0,146548-A,2室1卫,4/6层,通州区,北运河西,西上园三区,地铁：距6号线北运河西站900米,167.69230769230768
2330.0,18.0,146631-B,3室1卫,5/25层,大兴区,黄村西大街,兴政东里,地铁：距4号线大兴线黄村西大街站1000米,129.44444444444446
3970.0,18.0,147480-B,2室1卫,11/18层,朝阳区,金台路,红庙北里,"地铁：距6号线,14号线东段金台路站450米",220.55555555555554
2050.0,13.0,147818-A,3室1卫,8/10层,丰台区,东高地,蓝天怡景,地铁：距8号线南段东高地站1450米,157.69230769230768
1840.0,12.0,153480-C,3室1卫,1/6层,通州区,梨园,云景西里南区,地铁：距八通线梨园站850米,153.33333333333334
3640.0,12.0,1559-C,3室1卫,22/28层,朝阳区,望京,望京新城,"地铁：距14号线东段,15号线望京站300米",303.3333333333333
1300.0,11.0,17185-A,3室1卫,2/6层,房山区,良乡大学城西,阳光邑上,地铁：距房山线良乡大学城西站750米,118.18181818181819
1210.0,12.0,21603-C,4室1卫,6/6层,房山区,良乡大学城西,东关家园,地铁：距房山线良乡大学城西站1050米,100.83333333333333
2180.0,13.0,23822-B,3室1卫,3/6层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米,167.69230769230768
1690.0,10.0,31979-B,3室1卫,6/10层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米,169.0
2940.0,15.0,34696-B,6室2卫,6/6层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米,196.0
1700.0,8.0,34993-B,4室1卫,6/29层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米,212.5
1840.0,10.0,42989-A,3室1卫,9/18层,丰台区,和义,大红门锦苑A区,地铁：距8号线南段和义站1400米,184.0
4630.0,31.0,3964-B,2室1卫,10/18层,朝阳区,潘家园,农光南里,地铁：距10号线潘家园站250米,149.3548387096774
1730.0,15.0,44070-C,4室1卫,3/11层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米,115.33333333333333
1880.0,12.0,47887-A,3室1卫,17/23层,通州区,土桥,香溪家园,地铁：距八通线土桥站500米,156.66666666666666
2030.0,12.0,49607-D,4室1卫,13/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米,169.16666666666666
4090.0,25.0,50278-B,4室1卫,7/33层,朝阳区,青年路,国美第一城西区,地铁：距6号线青年路站1250米,163.6
1680.0,7.0,52540-A,4室1卫,13/18层,顺义区,后沙峪,金地中央世家,地铁：距15号线后沙峪站2650米,240.0
3200.0,9.0,54258-A,3室1卫,14/18层,朝阳区,东大桥,东大桥路,"地铁：距6号线,17号线东大桥站500米",355.55555555555554
1630.0,10.0,54265-B,3室1卫,7/18层,门头沟区,桥户营,惠康嘉园五区,地铁：距S1线桥户营站650米,163.0
3020.0,10.0,55255-D,4室1卫,22/22层,西城区,广安门内,南线里小区,地铁：距7号线广安门内站650米,302.0
2300.0,10.0,6093-A,4室1卫,6/6层,朝阳区,褡裢坡,定福庄北里1号院,地铁：距6号线褡裢坡站550米,230.0
3480.0,13.0,61062-C,3室1卫,17/28层,朝阳区,望京,望京新城,"地铁：距14号线东段,15号线望京站300米",267.6923076923077
4560.0,50.0,65335-A,1室1卫,10/22层,石景山区,古城,古城现代嘉园,地铁：距1号线古城站1250米,91.2
2170.0,8.0,70093-B,2室1卫,2/5层,石景山区,古城,十万坪,地铁：距1号线古城站600米,271.25
3420.0,8.0,7360-B,4室1卫,4/13层,东城区,崇文门,国瑞城中区,"地铁：距2号线,5号线崇文门站550米",427.5
2300.0,8.0,6926-C,3室1卫,3/16层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米",287.5
2720.0,11.0,74247-D,4室1卫,13/18层,朝阳区,潘家园,潘家园东里,地铁：距10号线潘家园站700米,247.27272727272728
2360.0,14.0,71239-B,3室1卫,7/11层,朝阳区,孙河,康营小区6区,地铁：距15号线孙河站1050米,168.57142857142858
2490.0,10.0,79630-A,2室1卫,2/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,249.0
3290.0,16.0,8360-C,3室1卫,2/6层,朝阳区,阜通,花家地西里,地铁：距14号线东段阜通站900米,205.625
1680.0,13.0,117389-B,3室1卫,2/14层,通州区,通州北关,李庄佳苑,地铁：距6号线通州北关站3400米,129.23076923076923
3420.0,44.0,120964-A,1室1卫,11/21层,昌平区,昌平,力天嘉苑,地铁：距昌平线昌平站750米,77.72727272727273
6050.0,45.0,132031-A,1室1卫,3/6层,海淀区,北沙滩,北沙滩4号院,地铁：距15号线北沙滩站400米,134.44444444444446
4060.0,13.0,139072-B,2室1卫,3/6层,海淀区,白石桥南,车公庄西路16号院,"地铁：距6号线,9号线白石桥南站150米",312.3076923076923
2860.0,9.0,144183-B,3室1卫,1/6层,昌平区,龙泽,龙泽苑西区,地铁：距13号线龙泽站200米,317.77777777777777
2790.0,19.0,144381-A,2室1卫,4/6层,通州区,九棵树,葛布店北里,地铁：距八通线九棵树站300米,146.8421052631579
1950.0,8.0,147912-A,3室1卫,1/6层,丰台区,大井,程庄路3号院,地铁：距14号线西段大井站1100米,243.75
1810.0,11.0,156691-C,3室1卫,4/6层,通州区,梨园,格兰晴天,地铁：距八通线梨园站750米,164.54545454545453
3710.0,26.0,157448-C,3室1卫,16/20层,昌平区,天通苑,天通苑西二区,地铁：距5号线天通苑站500米,142.69230769230768
2460.0,12.0,16054-B,3室1卫,10/10层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米,205.0
2660.0,12.0,18611-C,3室1卫,19/33层,朝阳区,北岗子,恒大华府,"地铁：距12号线,平谷线北岗子站700米",221.66666666666666
2650.0,10.0,18595-B,2室1卫,6/6层,丰台区,海户屯,马公庄,地铁：距8号线南段海户屯站750米,265.0
5450.0,62.0,19014-A,2室1卫,3/6层,丰台区,海户屯,西罗园南里,地铁：距8号线南段海户屯站650米,87.90322580645162
2870.0,15.0,1938-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园N区,地铁：距6号线黄渠站400米,191.33333333333334
2720.0,14.0,21681-C,6室1卫,15/16层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米,194.28571428571428
2140.0,18.0,26641-A,2室1卫,6/6层,顺义区,顺义,建新南区,地铁：距15号线顺义站1050米,118.88888888888889
2440.0,10.0,2628-B,3室1卫,11/12层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,244.0
2200.0,10.0,28568-A,3室1卫,5/6层,朝阳区,孙河,康营小区A区,地铁：距15号线孙河站1650米,220.0
1610.0,15.0,31903-C,3室1卫,10/16层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米,107.33333333333333
3040.0,17.0,29393-B,2室1卫,3/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,178.8235294117647
2210.0,10.0,33010-B,3室1卫,19/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米,221.0
1310.0,8.0,33146-C,3室1卫,1/22层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米,163.75
2780.0,9.0,31934-C,3室1卫,15/28层,丰台区,六里桥,泰禾西府玉苑,"地铁：距10号线,14号线西段西局站950米",308.8888888888889
5990.0,43.0,35739-A,1室1卫,13/13层,朝阳区,潘家园,潘家园东里,地铁：距10号线潘家园站700米,139.30232558139534
1910.0,10.0,38605-B,3室1卫,5/6层,通州区,果园,潞河中学北街,地铁：距八通线果园站650米,191.0
2810.0,12.0,38094-B,3室1卫,26/27层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米,234.16666666666666
2500.0,11.0,41610-A,3室1卫,1/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,227.27272727272728
2350.0,9.0,3925-A,3室1卫,7/29层,朝阳区,青年路,金隅泰和园,地铁：距6号线青年路站1250米,261.1111111111111
1260.0,9.0,42650-A,3室1卫,4/11层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米,140.0
3290.0,21.0,42861-B,4室1卫,5/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,156.66666666666666
2430.0,16.0,45193-B,2室1卫,4/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米,151.875
2390.0,13.0,46645-B,4室1卫,2/4层,朝阳区,小红门,恋日绿岛,地铁：距亦庄线小红门站1600米,183.84615384615384
2010.0,9.0,48071-B,3室1卫,9/22层,通州区,次渠南,次渠家园东里6区,地铁：距亦庄线次渠南站700米,223.33333333333334
1890.0,14.0,42193-D,4室1卫,3/6层,通州区,通州北关,北通集团家属楼,地铁：距6号线通州北关站1450米,135.0
2910.0,15.0,45355-A,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米,194.0
1520.0,12.0,51338-A,4室1卫,6/15层,房山区,良乡南关,嘉瑞通小区,地铁：距房山线良乡南关站150米,126.66666666666667
6900.0,58.0,52348-A,1室1卫,11/21层,东城区,广渠门外,领行国际,"地铁：距7号线,17号线广渠门外站600米",118.96551724137932
2400.0,26.0,56496-D,5室2卫,9/9层,通州区,果园,世纪星城,地铁：距八通线果园站950米,92.3076923076923
1410.0,12.0,58817-A,5室1卫,1/7层,房山区,良乡大学城西,伟业嘉园西里,地铁：距房山线良乡大学城西站1050米,117.5
1780.0,11.0,60379-C,4室1卫,11/25层,大兴区,黄村西大街,兴政东里,地铁：距4号线大兴线黄村西大街站1000米,161.8181818181818
1940.0,20.0,47731-D,4室2卫,5/6层,昌平区,天通苑北,名佳花园一区,地铁：距5号线天通苑北站2500米,97.0
2130.0,11.0,62004-B,3室1卫,4/14层,丰台区,四环路,银地家园,地铁：距房山线四环路站1450米,193.63636363636363
3210.0,7.0,559-A,3室1卫,5/6层,朝阳区,三元桥,静安里,"地铁：距10号线,12号线,机场线三元桥站900米",458.57142857142856
2680.0,13.0,67664-A,5室1卫,2/22层,丰台区,方庄,紫芳园四区,地铁：距14号线东段方庄站500米,206.15384615384616
2520.0,11.0,75060-A,5室1卫,2/11层,丰台区,石榴庄,彩虹城三区,地铁：距10号线石榴庄站950米,229.0909090909091
1860.0,9.0,77342-B,6室2卫,3/29层,大兴区,天宫院,保利春天里二区,地铁：距4号线大兴线天宫院站150米,206.66666666666666
2740.0,16.0,117598-C,3室1卫,2/6层,丰台区,丽泽商务区,三路居99号院,"地铁：距7号线,16号线达官营站1850米",171.25
2520.0,10.0,1089-B,5室2卫,6/15层,丰台区,石榴庄,彩虹城二区,地铁：距10号线石榴庄站900米,252.0
1330.0,12.0,132232-A,4室1卫,4/6层,房山区,广阳城,张家场周转房,地铁：距房山线广阳城站1200米,110.83333333333333
1870.0,8.0,134976-B,2室1卫,3/6层,大兴区,黄村西大街,兴政西里,地铁：距4号线大兴线黄村西大街站400米,233.75
4660.0,60.0,137926-A,2室1卫,5/7层,通州区,通州北苑,通惠北路小区,地铁：距八通线通州北苑站1300米,77.66666666666667
2330.0,14.0,139837-C,4室1卫,4/6层,顺义区,国展,天竺花园,地铁：距15号线国展站1300米,166.42857142857142
3860.0,11.0,131622-A,3室1卫,5/22层,朝阳区,大望路,盛世嘉园,"地铁：距1号线,14号线东段大望路站500米",350.90909090909093
1680.0,12.0,140597-C,3室1卫,3/6层,通州区,北运河西,光讯花园,地铁：距6号线北运河西站1450米,140.0
2280.0,10.0,142296-B,4室1卫,10/11层,朝阳区,孙河,康营小区23区,地铁：距15号线孙河站1300米,228.0
10010.0,114.0,145010-A,2室1卫,4/18层,朝阳区,青年路,华纺易城西区,地铁：距6号线青年路站900米,87.80701754385964
1930.0,7.0,145201-B,3室1卫,12/20层,通州区,梨园,梨园北街191号院,地铁：距八通线梨园站300米,275.7142857142857
2480.0,10.0,144344-D,4室1卫,11/34层,昌平区,天通苑,天通苑西二区,地铁：距5号线天通苑站500米,248.0
2270.0,9.0,146548-B,2室1卫,4/6层,通州区,北运河西,西上园三区,地铁：距6号线北运河西站900米,252.22222222222223
2660.0,16.0,13330-A,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,166.25
2280.0,12.0,144554-A,2室1卫,3/6层,通州区,北运河西,柳岸景园,地铁：距6号线北运河西站1300米,190.0
2960.0,16.0,1328-B,4室1卫,6/18层,朝阳区,肖村,中海城圣朝菲,地铁：距亦庄线肖村站600米,185.0
9660.0,113.0,151113-A,2室1卫,11/26层,朝阳区,十里河,嘉多丽园,"地铁：距10号线,14号线东段,17号线十里河站250米",85.48672566371681
3420.0,21.0,157448-B,3室1卫,16/20层,昌平区,天通苑,天通苑西二区,地铁：距5号线天通苑站500米,162.85714285714286
2000.0,11.0,17386-A,4室1卫,8/28层,大兴区,生物医药基地,住总正华多彩嘉园,地铁：距4号线大兴线生物医药基地站400米,181.8181818181818
2260.0,9.0,17641-B,2室1卫,4/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米,251.11111111111111
2830.0,13.0,2140-C,3室1卫,8/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米,217.69230769230768
2590.0,13.0,2149-A,3室1卫,12/17层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米",199.23076923076923
2340.0,10.0,19266-B,3室1卫,16/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,234.0
2220.0,11.0,22438-C,3室1卫,5/6层,通州区,通州北苑,新华西街131号院,地铁：距八通线通州北苑站400米,201.8181818181818
1840.0,10.0,23830-A,4室1卫,4/17层,通州区,经海路,首开国风美仑,地铁：距亦庄线经海路站2550米,184.0
3130.0,18.0,264-A,3室1卫,19/25层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米,173.88888888888889
1510.0,20.0,24639-A,3室1卫,4/7层,房山区,良乡大学城西,伟业嘉园西里,地铁：距房山线良乡大学城西站1050米,75.5
1470.0,8.0,25289-A,4室1卫,11/20层,门头沟区,小园,保利首开四季怡园,地铁：距S1线小园站950米,183.75
2550.0,14.0,2555-B,3室1卫,2/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米,182.14285714285714
2600.0,11.0,2546-C,3室1卫,5/20层,朝阳区,双桥,金隅康惠园,地铁：距八通线双桥站600米,236.36363636363637
1960.0,10.0,28815-A,4室1卫,5/20层,通州区,物资学院路,新地国际家园,地铁：距6号线物资学院路站3000米,196.0
2950.0,12.0,2853-A,3室1卫,4/18层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米",245.83333333333334
2020.0,7.0,31704-A,3室1卫,6/6层,丰台区,科怡路,富丰路8号院,地铁：距9号线科怡路站1500米,288.57142857142856
2000.0,7.0,32225-B,3室1卫,28/28层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米,285.7142857142857
2160.0,10.0,33538-C,3室1卫,11/16层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米,216.0
1540.0,12.0,44070-A,4室1卫,3/11层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米,128.33333333333334
1510.0,11.0,51671-D,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米,137.27272727272728
1890.0,10.0,55043-C,3室1卫,9/26层,通州区,高楼金,高楼金第,地铁：距7号线高楼金站250米,189.0
1650.0,12.0,56105-C,3室1卫,5/6层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米,137.5
1510.0,10.0,61926-C,3室1卫,6/11层,房山区,稻田,高四回迁楼,地铁：距房山线稻田站800米,151.0
1870.0,12.0,65708-A,3室1卫,16/18层,房山区,稻田,稻田回迁楼,地铁：距房山线稻田站250米,155.83333333333334
3220.0,14.0,6645-B,3室1卫,1/7层,朝阳区,望京,望京西园一区,"地铁：距14号线东段,15号线望京站850米",230.0
3210.0,11.0,72795-B,2室1卫,2/6层,丰台区,六里桥东,太平桥小区,地铁：距9号线六里桥东站400米,291.8181818181818
2890.0,13.0,822-B,3室1卫,7/7层,丰台区,宋家庄,政馨园三区,"地铁：距5号线,10号线,亦庄线宋家庄站300米",222.30769230769232
2450.0,18.0,125156-B,4室1卫,16/21层,丰台区,樊羊路,天伦锦城,地铁：距房山线樊羊路站1700米,136.11111111111111
4670.0,18.0,129153-B,2室1卫,5/6层,海淀区,魏公村,大慧寺6号院,地铁：距4号线大兴线魏公村站800米,259.44444444444446
2300.0,15.0,136781-A,3室1卫,1/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米,153.33333333333334
2550.0,11.0,142955-A,4室1卫,10/29层,朝阳区,管庄,北京新天地,地铁：距八通线管庄站750米,231.8181818181818
4270.0,19.0,143207-A,2室1卫,13/13层,西城区,积水潭,文慧园北路甲26号,"地铁：距2号线,19号线积水潭站900米",224.73684210526315
3060.0,16.0,144937-C,4室2卫,11/11层,朝阳区,南楼梓庄,紫南家园（北区）,地铁：距7号线南楼梓庄站300米,191.25
2420.0,10.0,13095-C,3室1卫,1/19层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米",242.0
2740.0,8.0,147328-B,2室1卫,4/25层,石景山区,金安桥,金铸阳光苑,"地铁：距6号线,S1线金安桥站500米",342.5
2190.0,25.0,150821-C,3室1卫,1/6层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米,87.6
2740.0,9.0,13642-A,3室1卫,28/29层,丰台区,宋家庄,鲁能榴景秀苑,"地铁：距5号线,10号线,亦庄线宋家庄站550米",304.44444444444446
2750.0,10.0,15740-B,4室1卫,5/10层,海淀区,田村,乐府江南,地铁：距6号线海淀五路居站1300米,275.0
2120.0,11.0,17337-B,3室1卫,2/28层,大兴区,生物医药基地,住总正华多彩嘉园,地铁：距4号线大兴线生物医药基地站400米,192.72727272727272
4030.0,9.0,17628-B,2室1卫,5/5层,海淀区,五道口,中关村三才堂,地铁：距13号线五道口站600米,447.77777777777777
2880.0,18.0,15789-A,3室1卫,22/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米,160.0
2370.0,8.0,2140-B,3室1卫,8/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米,296.25
1620.0,11.0,21905-D,4室1卫,3/18层,顺义区,顺义,石园北区,地铁：距15号线顺义站1950米,147.27272727272728
3280.0,10.0,23881-B,4室1卫,6/25层,朝阳区,呼家楼,向军南里,"地铁：距6号线,10号线呼家楼站250米",328.0
2420.0,17.0,28988-B,2室1卫,5/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米,142.35294117647058
2130.0,10.0,2879-A,3室1卫,16/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,213.0
